Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
12.0,885.0,10620.0,Two year,Fiber,Net Banking,2.0,1.0,6.74,0
44.0,975.0,42900.0,One year,DSL,Debit Card,4.0,1.0,14.95,0
,,,,,,,,,1
37.0,409.0,15133.0,Month-to-month,DSL,UPI,0.0,2.0,15.75,1
22.0,768.0,16896.0,Month-to-month,Fiber,UPI,1.0,0.0,26.68,0
45.0,545.0,24525.0,One year,DSL,Credit Card,0.0,0.0,11.77,0
12.0,573.0,6876.0,Month-to-month,Fiber,Net Banking,3.0,0.0,12.15,0
51.0,944.0,48144.0,Month-to-month,Fiber,Debit Card,5.0,1.0,5.81,1
44.0,442.0,19448.0,Month-to-month,DSL,Credit Card,1.0,1.0,28.48,0
29.0,803.0,23287.0,One year,Fiber,Net Banking,2.0,1.0,5.54,0
55.0,448.0,24640.0,Month-to-month,DSL,UPI,3.0,1.0,17.92,0
46.0,436.0,20056.0,One year,Fiber,Net Banking,1.0,0.0,3.37,0
35.0,514.0,17990.0,One year,Fiber,Debit Card,1.0,0.0,16.9,0
7.0,969.0,6783.0,Month-to-month,Fiber,Net Banking,2.0,1.0,26.94,0
2.0,924.0,1848.0,One year,Fiber,Credit Card,4.0,0.0,20.8,1
37.0,575.0,21275.0,Two year,Fiber,Debit Card,3.0,0.0,9.14,0
,,,,,,,,,1
42.0,950.0,39900.0,Month-to-month,DSL,Net Banking,1.0,0.0,3.88,1
49.0,519.0,25431.0,Month-to-month,Fiber,Credit Card,6.0,1.0,21.9,1
56.0,942.0,52752.0,Month-to-month,Fiber,Net Banking,5.0,0.0,9.9,1
46.0,460.0,21160.0,One year,Fiber,Credit Card,0.0,0.0,7.82,0
,,,,,,,,,1
10.0,813.0,8130.0,Month-to-month,DSL,UPI,3.0,1.0,4.05,1
48.0,680.0,32640.0,Month-to-month,DSL,Credit Card,2.0,1.0,4.98,1
1.0,705.0,705.0,Two year,Fiber,UPI,0.0,4.0,13.35,1
23.0,922.0,21206.0,Month-to-month,DSL,UPI,3.0,2.0,1.72,1
43.0,712.0,30616.0,Month-to-month,DSL,UPI,1.0,3.0,3.57,1
33.0,958.0,31614.0,One year,Fiber,UPI,4.0,1.0,11.03,0
56.0,453.0,25368.0,Month-to-month,Fiber,Debit Card,2.0,2.0,2.09,1
23.0,586.0,13478.0,Month-to-month,DSL,UPI,2.0,2.0,14.39,1
13.0,916.0,11908.0,One year,Fiber,Net Banking,0.0,1.0,24.83,0
20.0,436.0,8720.0,Month-to-month,Fiber,Credit Card,0.0,1.0,19.1,0
12.0,720.0,8640.0,Month-to-month,DSL,Debit Card,2.0,1.0,1.31,1
,,,,,,,,,1
22.0,617.0,13574.0,Month-to-month,DSL,Net Banking,2.0,1.0,16.61,0
46.0,545.0,25070.0,One year,Fiber,Credit Card,1.0,0.0,13.7,0
22.0,421.0,9262.0,Two year,Fiber,Net Banking,1.0,1.0,4.76,0
13.0,587.0,7631.0,Month-to-month,Fiber,Net Banking,1.0,2.0,12.56,1
34.0,415.0,14110.0,Month-to-month,DSL,UPI,2.0,0.0,20.47,0
22.0,499.0,10978.0,Month-to-month,DSL,Credit Card,2.0,0.0,16.85,0
23.0,873.0,20079.0,Month-to-month,Fiber,UPI,1.0,1.0,5.06,0
30.0,851.0,25530.0,One year,Fiber,UPI,2.0,1.0,29.49,0
26.0,573.0,14898.0,Month-to-month,Fiber,Net Banking,3.0,1.0,18.82,0
35.0,427.0,14945.0,Two year,Fiber,Net Banking,1.0,0.0,26.27,0
29.0,442.0,12818.0,Month-to-month,Fiber,Net Banking,4.0,0.0,18.95,1
31.0,595.0,18445.0,Month-to-month,DSL,Net Banking,3.0,3.0,15.38,1
34.0,745.0,25330.0,Month-to-month,Fiber,Credit Card,6.0,2.0,8.17,1
13.0,491.0,6383.0,Two year,Fiber,Net Banking,2.0,2.0,21.99,0
43.0,656.0,28208.0,Month-to-month,DSL,Debit Card,1.0,1.0,5.54,0
56.0,459.0,25704.0,One year,DSL,UPI,0.0,3.0,4.65,0
7.0,761.0,5327.0,One year,DSL,Net Banking,1.0,1.0,24.32,0
34.0,811.0,27574.0,Two year,Fiber,UPI,2.0,2.0,10.25,0
40.0,836.0,33440.0,Month-to-month,DSL,Credit Card,1.0,0.0,29.47,0
2.0,539.0,1078.0,Month-to-month,Fiber,Debit Card,2.0,0.0,4.57,1
50.0,485.0,24250.0,One year,Fiber,Credit Card,1.0,0.0,13.03,0
35.0,450.0,15750.0,Month-to-month,DSL,Net Banking,3.0,3.0,7.24,1
5.0,494.0,2470.0,One year,DSL,UPI,4.0,1.0,17.21,1
4.0,629.0,2516.0,Two year,DSL,Debit Card,5.0,2.0,22.87,1
,,,,,,,,,0
27.0,557.0,15039.0,One year,Fiber,UPI,2.0,0.0,28.7,0
48.0,710.0,34080.0,Month-to-month,DSL,Credit Card,0.0,0.0,4.91,1
17.0,727.0,12359.0,Month-to-month,Fiber,Credit Card,2.0,4.0,10.24,1
19.0,448.0,8512.0,Month-to-month,DSL,Net Banking,2.0,2.0,29.34,1
19.0,589.0,11191.0,Two year,Fiber,Debit Card,1.0,2.0,1.8,0
42.0,710.0,29820.0,One year,Fiber,Credit Card,0.0,2.0,22.7,0
51.0,634.0,32334.0,One year,Fiber,Debit Card,2.0,1.0,6.16,0
39.0,636.0,24804.0,Month-to-month,Fiber,Credit Card,2.0,1.0,23.06,0
4.0,941.0,3764.0,Month-to-month,Fiber,UPI,0.0,0.0,4.61,1
29.0,830.0,24070.0,Two year,DSL,Credit Card,2.0,1.0,7.1,0
25.0,748.0,18700.0,Month-to-month,Fiber,UPI,4.0,1.0,10.37,1
32.0,427.0,13664.0,Month-to-month,Fiber,Net Banking,2.0,1.0,9.41,0
3.0,612.0,1836.0,Month-to-month,DSL,UPI,3.0,1.0,12.3,1
51.0,952.0,48552.0,Month-to-month,DSL,Credit Card,4.0,1.0,25.66,1
46.0,982.0,45172.0,One year,DSL,Credit Card,4.0,2.0,1.67,1
52.0,407.0,21164.0,Two year,DSL,Debit Card,5.0,2.0,25.52,0
42.0,677.0,28434.0,Month-to-month,Fiber,Credit Card,5.0,1.0,18.98,1
58.0,468.0,27144.0,Month-to-month,DSL,UPI,3.0,1.0,29.0,0
,,,,,,,,,0
55.0,911.0,50105.0,One year,Fiber,UPI,2.0,0.0,15.76,0
16.0,545.0,8720.0,Month-to-month,Fiber,Credit Card,4.0,1.0,25.96,1
45.0,496.0,22320.0,One year,Fiber,Net Banking,2.0,0.0,11.42,0
3.0,563.0,1689.0,Month-to-month,Fiber,Net Banking,0.0,1.0,11.54,1
36.0,688.0,24768.0,Month-to-month,DSL,Debit Card,1.0,1.0,2.98,1
35.0,867.0,30345.0,Month-to-month,DSL,Debit Card,0.0,0.0,25.72,0
19.0,471.0,8949.0,Month-to-month,Fiber,Debit Card,1.0,1.0,15.68,0
10.0,545.0,5450.0,Month-to-month,Fiber,Credit Card,2.0,1.0,15.96,0
42.0,952.0,39984.0,Month-to-month,DSL,Debit Card,0.0,0.0,28.38,0
29.0,809.0,23461.0,Month-to-month,Fiber,UPI,1.0,0.0,9.42,0
22.0,942.0,20724.0,Month-to-month,Fiber,Credit Card,2.0,0.0,3.75,1
4.0,860.0,3440.0,Month-to-month,Fiber,Credit Card,6.0,1.0,17.24,1
7.0,999.0,6993.0,Month-to-month,Fiber,Net Banking,0.0,4.0,9.78,1
28.0,545.0,15260.0,Month-to-month,Fiber,UPI,4.0,1.0,3.69,1
59.0,928.0,54752.0,Month-to-month,DSL,Debit Card,0.0,1.0,19.65,0
39.0,689.0,26871.0,One year,Fiber,Net Banking,3.0,1.0,16.12,0
55.0,466.0,25630.0,Month-to-month,DSL,Debit Card,4.0,0.0,4.31,1
1.0,724.0,724.0,Month-to-month,Fiber,Net Banking,2.0,3.0,20.14,1
41.0,844.0,34604.0,Month-to-month,Fiber,UPI,2.0,1.0,2.41,1
44.0,461.0,20284.0,Month-to-month,DSL,UPI,2.0,0.0,3.06,1
37.0,741.0,27417.0,Month-to-month,Fiber,Credit Card,2.0,4.0,5.15,1
10.0,558.0,5580.0,Month-to-month,DSL,Credit Card,2.0,3.0,26.85,1
4.0,405.0,1620.0,Two year,Fiber,Net Banking,5.0,2.0,12.68,1
28.0,939.0,26292.0,One year,DSL,Net Banking,4.0,1.0,8.02,0
49.0,713.0,34937.0,Month-to-month,DSL,Debit Card,3.0,1.0,20.32,0
26.0,936.0,24336.0,Month-to-month,DSL,Debit Card,1.0,2.0,14.18,1
3.0,662.0,1986.0,Month-to-month,Fiber,Credit Card,3.0,1.0,25.4,1
29.0,874.0,25346.0,One year,Fiber,Credit Card,2.0,1.0,4.85,0
5.0,957.0,4785.0,Month-to-month,Fiber,Net Banking,2.0,1.0,29.96,1
43.0,959.0,41237.0,One year,DSL,UPI,2.0,1.0,17.05,0
48.0,481.0,23088.0,Month-to-month,Fiber,Debit Card,6.0,1.0,21.36,1
23.0,718.0,16514.0,Month-to-month,DSL,Debit Card,3.0,2.0,29.46,1
14.0,926.0,12964.0,Month-to-month,Fiber,Debit Card,3.0,2.0,10.52,1
29.0,605.0,17545.0,Two year,Fiber,Net Banking,1.0,0.0,1.71,0
14.0,674.0,9436.0,Month-to-month,Fiber,Credit Card,2.0,0.0,27.95,0
16.0,567.0,9072.0,Month-to-month,Fiber,Net Banking,1.0,0.0,17.01,0
34.0,514.0,17476.0,Month-to-month,DSL,Net Banking,2.0,2.0,1.75,1
2.0,754.0,1508.0,Month-to-month,Fiber,Credit Card,2.0,3.0,19.31,1
41.0,658.0,26978.0,Month-to-month,Fiber,UPI,3.0,1.0,2.99,1
13.0,764.0,9932.0,Month-to-month,DSL,Debit Card,2.0,3.0,8.67,1
59.0,503.0,29677.0,Month-to-month,Fiber,Net Banking,1.0,1.0,1.33,1
14.0,438.0,6132.0,Month-to-month,Fiber,Debit Card,2.0,2.0,27.99,1
42.0,586.0,24612.0,Month-to-month,DSL,Credit Card,2.0,2.0,25.61,1
45.0,651.0,29295.0,Month-to-month,DSL,Net Banking,2.0,1.0,4.41,1
7.0,770.0,5390.0,One year,Fiber,Debit Card,1.0,1.0,6.63,0
44.0,953.0,41932.0,One year,DSL,Net Banking,2.0,2.0,15.92,0
8.0,841.0,6728.0,Month-to-month,Fiber,Credit Card,1.0,2.0,20.82,1
50.0,788.0,39400.0,Month-to-month,Fiber,Debit Card,1.0,0.0,10.84,0
11.0,709.0,7799.0,Month-to-month,Fiber,UPI,3.0,3.0,28.3,1
7.0,759.0,5313.0,Two year,DSL,UPI,3.0,2.0,17.17,0
20.0,551.0,11020.0,One year,Fiber,Debit Card,3.0,0.0,3.75,0
16.0,823.0,13168.0,One year,Fiber,Net Banking,0.0,2.0,25.62,0
23.0,919.0,21137.0,Month-to-month,Fiber,UPI,0.0,2.0,11.81,1
24.0,404.0,9696.0,Month-to-month,DSL,Credit Card,3.0,1.0,24.36,0
9.0,429.0,3861.0,One year,DSL,Debit Card,0.0,2.0,26.64,0
58.0,822.0,47676.0,Month-to-month,Fiber,UPI,1.0,1.0,2.76,1
50.0,913.0,45650.0,Month-to-month,Fiber,UPI,3.0,1.0,8.87,0
15.0,691.0,10365.0,Month-to-month,Fiber,Net Banking,0.0,0.0,4.2,1
15.0,728.0,10920.0,Month-to-month,Fiber,Credit Card,4.0,2.0,13.08,1
25.0,552.0,13800.0,Month-to-month,DSL,UPI,3.0,2.0,5.76,1
54.0,985.0,53190.0,Month-to-month,DSL,Credit Card,0.0,2.0,14.54,1
33.0,453.0,14949.0,Month-to-month,Fiber,Credit Card,2.0,3.0,26.79,1
42.0,432.0,18144.0,One year,Fiber,Credit Card,1.0,1.0,2.03,0
30.0,779.0,23370.0,One year,DSL,Credit Card,1.0,2.0,18.24,0
25.0,463.0,11575.0,Month-to-month,Fiber,Debit Card,0.0,1.0,1.46,1
55.0,709.0,38995.0,Month-to-month,Fiber,Credit Card,3.0,0.0,14.71,0
16.0,593.0,9488.0,One year,DSL,Credit Card,4.0,1.0,25.44,0
46.0,889.0,40894.0,Month-to-month,Fiber,Credit Card,5.0,0.0,28.97,1
21.0,722.0,15162.0,Month-to-month,DSL,Net Banking,2.0,2.0,28.46,1
40.0,736.0,29440.0,Month-to-month,DSL,Debit Card,1.0,0.0,11.23,0
,,,,,,,,,0
40.0,411.0,16440.0,Month-to-month,Fiber,Credit Card,2.0,1.0,3.37,1
9.0,976.0,8784.0,One year,Fiber,Credit Card,1.0,2.0,29.28,0
,,,,,,,,,0
43.0,580.0,24940.0,Month-to-month,DSL,UPI,3.0,3.0,5.27,1
8.0,641.0,5128.0,Month-to-month,Fiber,Net Banking,3.0,3.0,10.95,1
14.0,774.0,10836.0,Month-to-month,Fiber,Credit Card,1.0,3.0,12.83,1
49.0,405.0,19845.0,Month-to-month,DSL,Credit Card,1.0,1.0,5.37,0
,,,,,,,,,1
4.0,575.0,2300.0,One year,DSL,UPI,0.0,2.0,23.78,1
48.0,697.0,33456.0,Month-to-month,DSL,Net Banking,2.0,0.0,26.08,0
49.0,709.0,34741.0,One year,DSL,Credit Card,0.0,0.0,16.39,0
28.0,523.0,14644.0,Month-to-month,Fiber,Credit Card,2.0,0.0,25.02,0
54.0,643.0,34722.0,Month-to-month,DSL,Net Banking,1.0,1.0,4.13,1
16.0,419.0,6704.0,Month-to-month,Fiber,UPI,2.0,0.0,20.4,0
27.0,780.0,21060.0,Month-to-month,DSL,Net Banking,3.0,0.0,17.29,0
1.0,801.0,801.0,Month-to-month,DSL,UPI,1.0,1.0,25.13,1
57.0,682.0,38874.0,Month-to-month,DSL,UPI,1.0,2.0,18.77,1
49.0,777.0,38073.0,One year,DSL,Credit Card,1.0,1.0,2.43,0
57.0,678.0,38646.0,Month-to-month,DSL,Debit Card,2.0,3.0,16.8,1
8.0,884.0,7072.0,One year,Fiber,Credit Card,2.0,0.0,20.76,0
28.0,853.0,23884.0,Month-to-month,DSL,UPI,2.0,0.0,12.79,0
1.0,732.0,732.0,Month-to-month,DSL,Credit Card,2.0,1.0,21.42,1
1.0,544.0,544.0,Month-to-month,Fiber,Debit Card,3.0,1.0,22.11,1
11.0,678.0,7458.0,Month-to-month,DSL,Credit Card,2.0,2.0,12.17,1
56.0,770.0,43120.0,Two year,Fiber,Net Banking,1.0,1.0,6.82,0
32.0,808.0,25856.0,Two year,Fiber,Credit Card,1.0,0.0,9.52,0
50.0,530.0,26500.0,Month-to-month,Fiber,Net Banking,3.0,0.0,2.59,1
47.0,752.0,35344.0,Month-to-month,DSL,Debit Card,0.0,3.0,6.18,1
2.0,832.0,1664.0,Month-to-month,Fiber,Net Banking,0.0,3.0,10.4,1
43.0,826.0,35518.0,Month-to-month,Fiber,UPI,0.0,1.0,23.5,0
37.0,717.0,26529.0,Month-to-month,DSL,UPI,2.0,3.0,24.32,1
45.0,570.0,25650.0,Month-to-month,DSL,Net Banking,3.0,1.0,4.04,1
20.0,879.0,17580.0,Month-to-month,Fiber,Credit Card,2.0,0.0,6.11,0
58.0,497.0,28826.0,One year,Fiber,UPI,0.0,2.0,10.78,0
13.0,560.0,7280.0,Month-to-month,DSL,Net Banking,5.0,3.0,14.41,1
21.0,610.0,12810.0,Month-to-month,Fiber,Debit Card,7.0,0.0,24.43,1
5.0,929.0,4645.0,One year,DSL,Net Banking,1.0,2.0,21.95,1
4.0,878.0,3512.0,Month-to-month,Fiber,UPI,3.0,0.0,15.02,1
5.0,703.0,3515.0,Month-to-month,DSL,Net Banking,1.0,1.0,17.56,1
46.0,580.0,26680.0,Two year,DSL,UPI,1.0,0.0,24.71,0
23.0,587.0,13501.0,Month-to-month,Fiber,Credit Card,1.0,3.0,8.2,1
46.0,940.0,43240.0,Month-to-month,Fiber,Net Banking,3.0,0.0,1.71,1
4.0,630.0,2520.0,Two year,Fiber,Net Banking,4.0,0.0,8.33,1
54.0,807.0,43578.0,Month-to-month,Fiber,Debit Card,1.0,2.0,27.71,1
2.0,575.0,1150.0,Month-to-month,DSL,Net Banking,1.0,2.0,16.97,1
57.0,670.0,38190.0,Two year,DSL,Net Banking,2.0,0.0,26.05,0
17.0,912.0,15504.0,Month-to-month,DSL,UPI,2.0,0.0,21.67,0
55.0,561.0,30855.0,Month-to-month,Fiber,UPI,4.0,0.0,25.94,1
47.0,659.0,30973.0,Month-to-month,DSL,Net Banking,2.0,0.0,25.36,0
22.0,931.0,20482.0,Month-to-month,Fiber,UPI,4.0,1.0,18.28,1
42.0,598.0,25116.0,Month-to-month,Fiber,Debit Card,2.0,0.0,26.63,0
3.0,954.0,2862.0,Two year,Fiber,Net Banking,4.0,1.0,29.26,1
19.0,534.0,10146.0,Month-to-month,DSL,UPI,4.0,1.0,15.5,1
4.0,688.0,2752.0,One year,Fiber,Credit Card,6.0,1.0,17.57,1
30.0,541.0,16230.0,Month-to-month,DSL,UPI,2.0,0.0,19.19,0
17.0,897.0,15249.0,One year,DSL,UPI,2.0,0.0,5.47,0
44.0,446.0,19624.0,Month-to-month,DSL,Debit Card,2.0,1.0,13.51,0
26.0,858.0,22308.0,Month-to-month,Fiber,Credit Card,4.0,0.0,7.77,1
46.0,436.0,20056.0,Month-to-month,Fiber,Net Banking,1.0,1.0,14.5,0
53.0,417.0,22101.0,Month-to-month,Fiber,UPI,2.0,0.0,6.79,0
2.0,679.0,1358.0,Two year,DSL,Net Banking,1.0,0.0,11.1,0
,,,,,,,,,0
1.0,876.0,876.0,Month-to-month,Fiber,UPI,2.0,0.0,11.9,1
54.0,941.0,50814.0,One year,DSL,Net Banking,0.0,0.0,13.41,0
55.0,778.0,42790.0,Month-to-month,Fiber,Net Banking,6.0,0.0,7.71,1
13.0,835.0,10855.0,Month-to-month,DSL,Net Banking,2.0,1.0,17.94,0
13.0,405.0,5265.0,Month-to-month,DSL,Net Banking,2.0,2.0,20.66,1
41.0,878.0,35998.0,Month-to-month,DSL,Debit Card,4.0,2.0,10.4,1
6.0,911.0,5466.0,One year,DSL,Debit Card,2.0,1.0,29.49,0
29.0,788.0,22852.0,Month-to-month,Fiber,Credit Card,0.0,1.0,1.06,1
49.0,789.0,38661.0,Month-to-month,DSL,Credit Card,1.0,1.0,4.59,1
6.0,449.0,2694.0,Month-to-month,DSL,Credit Card,0.0,2.0,7.73,1
40.0,962.0,38480.0,One year,Fiber,Credit Card,1.0,0.0,9.81,0
38.0,850.0,32300.0,One year,DSL,Net Banking,2.0,0.0,29.8,0
5.0,852.0,4260.0,Month-to-month,DSL,Debit Card,0.0,0.0,11.44,1
47.0,923.0,43381.0,Month-to-month,Fiber,UPI,1.0,2.0,26.66,1
59.0,799.0,47141.0,One year,Fiber,Net Banking,1.0,1.0,17.55,0
42.0,777.0,32634.0,Month-to-month,Fiber,Debit Card,4.0,0.0,17.04,1
10.0,849.0,8490.0,Month-to-month,Fiber,UPI,2.0,2.0,6.57,1
43.0,734.0,31562.0,One year,Fiber,Debit Card,2.0,0.0,11.96,0
18.0,981.0,17658.0,Month-to-month,Fiber,Debit Card,2.0,0.0,13.2,0
52.0,872.0,45344.0,Month-to-month,Fiber,Debit Card,2.0,0.0,25.83,0
14.0,706.0,9884.0,Month-to-month,Fiber,Debit Card,1.0,0.0,23.19,0
26.0,895.0,23270.0,Month-to-month,DSL,Debit Card,0.0,1.0,1.93,1
21.0,461.0,9681.0,Month-to-month,Fiber,UPI,0.0,2.0,17.53,1
15.0,731.0,10965.0,Month-to-month,Fiber,Debit Card,1.0,3.0,9.64,1
21.0,941.0,19761.0,Month-to-month,DSL,Debit Card,2.0,2.0,5.29,1
8.0,611.0,4888.0,Month-to-month,Fiber,Debit Card,0.0,2.0,7.18,1
59.0,822.0,48498.0,Month-to-month,Fiber,UPI,4.0,1.0,21.2,1
24.0,491.0,11784.0,Month-to-month,Fiber,Net Banking,2.0,0.0,19.78,0
39.0,471.0,18369.0,Month-to-month,Fiber,UPI,5.0,2.0,10.78,1
34.0,408.0,13872.0,Month-to-month,DSL,UPI,4.0,0.0,27.71,1
56.0,597.0,33432.0,Month-to-month,Fiber,UPI,6.0,1.0,14.42,1
1.0,672.0,672.0,One year,Fiber,Debit Card,4.0,0.0,9.36,1
12.0,818.0,9816.0,Month-to-month,DSL,Debit Card,2.0,4.0,16.93,1
59.0,753.0,44427.0,Month-to-month,DSL,Credit Card,0.0,1.0,18.44,0
47.0,986.0,46342.0,One year,Fiber,Debit Card,2.0,2.0,10.75,0
32.0,490.0,15680.0,Month-to-month,Fiber,Debit Card,3.0,1.0,4.97,1
29.0,984.0,28536.0,One year,Fiber,Debit Card,2.0,0.0,12.33,0
,,,,,,,,,0
34.0,608.0,20672.0,Two year,DSL,Net Banking,3.0,1.0,4.47,0
37.0,528.0,19536.0,Two year,DSL,Credit Card,4.0,2.0,6.14,0
42.0,983.0,41286.0,Month-to-month,DSL,UPI,1.0,1.0,14.51,0
35.0,799.0,27965.0,One year,Fiber,Debit Card,3.0,1.0,1.63,0
51.0,637.0,32487.0,One year,DSL,Net Banking,3.0,1.0,24.73,0
2.0,500.0,1000.0,Two year,Fiber,Net Banking,3.0,4.0,25.38,1
26.0,593.0,15418.0,Month-to-month,DSL,Debit Card,4.0,2.0,28.49,1
35.0,673.0,23555.0,Month-to-month,Fiber,UPI,1.0,1.0,6.76,0
3.0,918.0,2754.0,Month-to-month,Fiber,Credit Card,1.0,1.0,2.26,1
5.0,756.0,3780.0,Month-to-month,DSL,UPI,2.0,0.0,16.75,1
7.0,578.0,4046.0,Two year,Fiber,UPI,2.0,1.0,23.32,0
,,,,,,,,,1
30.0,931.0,27930.0,Two year,Fiber,UPI,1.0,2.0,27.71,0
10.0,980.0,9800.0,Month-to-month,Fiber,Net Banking,2.0,2.0,27.95,1
27.0,901.0,24327.0,Month-to-month,DSL,Debit Card,1.0,2.0,3.97,1
55.0,956.0,52580.0,Two year,DSL,Net Banking,3.0,0.0,28.35,0
,,,,,,,,,0
,,,,,,,,,0
18.0,852.0,15336.0,One year,Fiber,UPI,2.0,1.0,26.98,0
3.0,508.0,1524.0,Month-to-month,Fiber,UPI,4.0,2.0,23.56,1
59.0,646.0,38114.0,Month-to-month,DSL,UPI,5.0,2.0,6.47,1
17.0,950.0,16150.0,Month-to-month,DSL,UPI,2.0,2.0,13.72,1
29.0,878.0,25462.0,Month-to-month,DSL,UPI,1.0,1.0,24.37,0
23.0,411.0,9453.0,Two year,Fiber,Net Banking,3.0,0.0,20.97,0
8.0,911.0,7288.0,Two year,Fiber,Net Banking,4.0,1.0,6.89,0
56.0,572.0,32032.0,Two year,Fiber,Credit Card,2.0,1.0,21.9,0
,,,,,,,,,1
9.0,674.0,6066.0,Month-to-month,DSL,Debit Card,1.0,3.0,1.16,1
53.0,849.0,44997.0,One year,DSL,UPI,1.0,2.0,28.21,0
31.0,437.0,13547.0,Month-to-month,Fiber,Net Banking,4.0,0.0,20.49,1
9.0,669.0,6021.0,Month-to-month,DSL,UPI,2.0,1.0,28.08,0
14.0,484.0,6776.0,Month-to-month,Fiber,Debit Card,5.0,1.0,28.15,1
52.0,727.0,37804.0,Month-to-month,Fiber,UPI,4.0,2.0,21.0,1
19.0,554.0,10526.0,Month-to-month,Fiber,Net Banking,1.0,1.0,4.27,1
15.0,421.0,6315.0,Month-to-month,Fiber,Net Banking,0.0,1.0,2.73,1
7.0,678.0,4746.0,One year,DSL,UPI,0.0,2.0,18.3,0
37.0,736.0,27232.0,Month-to-month,Fiber,Debit Card,3.0,1.0,3.59,1
8.0,919.0,7352.0,Two year,DSL,Debit Card,1.0,0.0,4.78,0
40.0,842.0,33680.0,Two year,Fiber,Net Banking,1.0,0.0,19.12,0
23.0,469.0,10787.0,Two year,Fiber,Debit Card,0.0,4.0,7.45,0
41.0,740.0,30340.0,Month-to-month,Fiber,Net Banking,3.0,0.0,3.11,1
18.0,685.0,12330.0,Two year,Fiber,Net Banking,0.0,2.0,2.92,0
19.0,478.0,9082.0,Month-to-month,DSL,Debit Card,4.0,2.0,11.14,1
2.0,490.0,980.0,Two year,Fiber,Credit Card,2.0,2.0,3.44,1
18.0,894.0,16092.0,Month-to-month,DSL,Net Banking,1.0,2.0,6.26,1
44.0,848.0,37312.0,Two year,DSL,UPI,2.0,0.0,25.34,0
38.0,435.0,16530.0,Two year,DSL,UPI,0.0,1.0,1.5,0
7.0,781.0,5467.0,Month-to-month,DSL,Net Banking,2.0,0.0,16.37,0
43.0,947.0,40721.0,One year,Fiber,UPI,3.0,2.0,24.53,0
52.0,742.0,38584.0,Month-to-month,Fiber,Net Banking,1.0,0.0,9.05,0
3.0,606.0,1818.0,Two year,DSL,Debit Card,3.0,0.0,1.4,1
33.0,979.0,32307.0,Month-to-month,Fiber,Net Banking,0.0,3.0,14.86,1
33.0,520.0,17160.0,Two year,Fiber,Debit Card,3.0,2.0,8.38,0
2.0,505.0,1010.0,Two year,DSL,Debit Card,1.0,1.0,1.13,1
34.0,560.0,19040.0,Month-to-month,DSL,Debit Card,2.0,2.0,21.71,1
8.0,635.0,5080.0,Two year,Fiber,UPI,2.0,0.0,2.18,0
31.0,819.0,25389.0,Two year,Fiber,Net Banking,3.0,4.0,12.51,0
2.0,551.0,1102.0,Month-to-month,Fiber,Credit Card,2.0,1.0,7.41,1
56.0,498.0,27888.0,Month-to-month,Fiber,UPI,1.0,3.0,8.09,1
24.0,948.0,22752.0,Month-to-month,DSL,Credit Card,4.0,0.0,12.38,1
55.0,769.0,42295.0,Month-to-month,DSL,Net Banking,1.0,2.0,28.63,1
35.0,837.0,29295.0,One year,DSL,Credit Card,5.0,2.0,18.09,0
23.0,755.0,17365.0,Month-to-month,Fiber,Credit Card,1.0,2.0,11.45,1
1.0,792.0,792.0,Month-to-month,Fiber,Credit Card,3.0,0.0,6.84,1
48.0,742.0,35616.0,Month-to-month,Fiber,UPI,2.0,2.0,4.92,1
38.0,491.0,18658.0,One year,DSL,Net Banking,1.0,2.0,13.08,0
58.0,444.0,25752.0,Month-to-month,DSL,Debit Card,0.0,2.0,4.88,1
37.0,944.0,34928.0,Month-to-month,Fiber,Credit Card,1.0,5.0,14.73,1
50.0,488.0,24400.0,One year,Fiber,Credit Card,5.0,1.0,1.25,0
27.0,493.0,13311.0,Month-to-month,Fiber,UPI,4.0,1.0,8.06,1
,,,,,,,,,0
59.0,471.0,27789.0,One year,DSL,UPI,1.0,1.0,29.84,0
7.0,706.0,4942.0,Month-to-month,Fiber,Net Banking,1.0,2.0,23.1,1
31.0,868.0,26908.0,Month-to-month,Fiber,Debit Card,1.0,0.0,4.25,1
49.0,898.0,44002.0,Month-to-month,DSL,Debit Card,0.0,2.0,13.76,1
21.0,406.0,8526.0,Month-to-month,Fiber,Net Banking,1.0,1.0,26.59,0
57.0,821.0,46797.0,Two year,Fiber,Debit Card,1.0,0.0,9.79,0
42.0,708.0,29736.0,Month-to-month,Fiber,UPI,2.0,3.0,19.62,1
32.0,935.0,29920.0,Month-to-month,Fiber,Net Banking,3.0,0.0,4.39,1
57.0,949.0,54093.0,Month-to-month,DSL,Debit Card,4.0,1.0,18.43,1
34.0,554.0,18836.0,Two year,DSL,Debit Card,3.0,1.0,3.06,0
,,,,,,,,,1
5.0,618.0,3090.0,One year,Fiber,UPI,3.0,1.0,8.32,0
59.0,472.0,27848.0,Month-to-month,Fiber,Credit Card,2.0,0.0,28.41,0
12.0,448.0,5376.0,Month-to-month,DSL,Debit Card,3.0,2.0,16.77,1
4.0,852.0,3408.0,Month-to-month,DSL,Debit Card,0.0,0.0,8.82,1
46.0,855.0,39330.0,Month-to-month,Fiber,Debit Card,4.0,1.0,17.85,1
33.0,687.0,22671.0,One year,DSL,Debit Card,0.0,0.0,5.23,0
12.0,511.0,6132.0,Month-to-month,Fiber,Net Banking,0.0,1.0,4.59,1
